trialno,Condition,Stimulus,Target,Correct_resp,thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,key_resp.started,stimulus.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
4,I,<<><<,> ,right,10,2,2,right,1,2.8897203000001355,None,2,2,10,3,21.1028538999999,,21.090383199999906,21.1028538999999,21.1028538999999,21.586625499999855,21.603170099999943,24.003861199999847,right,1,2.8897203000001355,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
1,C,<<<<<,<,left,11,3,2,right,0,1.5530346000000463,None,2,3,11,0,24.019614199999978,,24.006942799999933,24.019614199999978,24.019614199999978,24.503227899999956,24.519960699999956,25.58718859999999,right,0,1.5530346000000463,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
2,C,>>>>>,> ,right,12,0,3,right,1,1.4611591999998836,None,3,0,12,1,25.603303200000028,,25.59025489999999,25.603303200000028,25.603303200000028,26.08623149999994,26.103315099999918,27.070526599999994,right,1,1.4611591999998836,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
4,I,<<><<,> ,right,13,1,3,right,1,6.100801799999999,None,3,1,13,3,27.08631659999992,,27.07350039999983,27.08631659999992,27.08631659999992,27.586463599999888,27.586463599999888,33.2038184999999,right,1,6.100801799999999,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
1,C,<<<<<,<,left,14,2,3,left,1,2.3854171999998925,None,3,2,14,0,33.2199106999999,,33.206919999999855,33.2199106999999,33.2199106999999,33.70319309999991,33.719883999999865,35.62054349999994,left,1,2.3854171999998925,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
3,I,>>><>,<,left,15,3,3,left,1,5.429104800000005,None,3,3,15,2,35.63770179999983,,35.62408140000002,35.63770179999983,35.63770179999983,36.137314999999944,36.153185499999836,41.07031209999991,left,1,5.429104800000005,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
1,C,<<<<<,<,left,16,0,4,left,1,1.059312299999874,None,4,0,16,0,41.08619229999999,,41.07332580000002,41.08619229999999,41.08619229999999,41.56965429999991,41.586176499999965,42.15333149999992,left,1,1.059312299999874,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
4,I,<<><<,> ,right,17,1,4,right,1,3.4976343999999244,None,4,1,17,3,42.16985169999998,,42.15638389999981,42.16985169999998,42.16985169999998,42.6530037,42.66991329999996,45.67042670000001,right,1,3.4976343999999244,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
3,I,>>><>,<,left,18,2,4,left,1,1.56978950000007,None,4,2,18,2,45.68644389999986,,45.673814099999845,45.68644389999986,45.68644389999986,46.16945749999991,46.186438499999895,47.270568799999864,left,1,1.56978950000007,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
2,C,>>>>>,> ,right,19,3,4,right,1,1.3216264000000137,None,4,3,19,1,47.286496899999975,,47.273578099999895,47.286496899999975,47.286496899999975,47.77075089999994,47.78652499999998,48.62011419999999,right,1,1.3216264000000137,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
4,I,<<><<,> ,right,20,0,5,right,1,2.3872763999997915,None,5,0,20,3,48.636447799999814,,48.62307339999984,48.636447799999814,48.636447799999814,49.11985189999996,49.13658499999997,51.03737049999995,right,1,2.3872763999997915,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
1,C,<<<<<,<,left,21,1,5,left,1,1.09186869999985,None,5,1,21,0,51.05320979999988,,51.04096179999988,51.05320979999988,51.05320979999988,51.55333689999998,51.55333689999998,52.15408860000002,left,1,1.09186869999985,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
2,C,>>>>>,> ,right,22,2,5,right,1,0.974729600000046,None,5,2,22,1,52.16994909999994,,52.157118299999865,52.16994909999994,52.16994909999994,52.65324079999982,52.66997249999986,53.153876699999955,right,1,0.974729600000046,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
3,I,>>><>,<,left,23,3,5,left,1,2.736470299999837,None,5,3,23,2,53.16991589999998,,53.15683360000003,53.16991589999998,53.16991589999998,53.653332699999964,53.66996449999988,55.920518499999844,left,1,2.736470299999837,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
3,I,>>><>,<,left,24,0,6,left,1,3.603268500000013,None,6,0,24,2,55.936401599999954,,55.92084199999999,55.936401599999954,55.936401599999954,56.420142799999894,56.43599879999988,59.55404419999991,left,1,3.603268500000013,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
1,C,<<<<<,<,left,25,1,6,left,1,1.4062825000000885,None,6,1,25,0,59.56987939999999,,59.55735729999992,59.56987939999999,59.56987939999999,60.0532040999999,60.070028299999876,60.98680689999992,left,1,1.4062825000000885,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
4,I,<<><<,> ,right,26,2,6,right,1,2.9133315999999922,None,6,2,26,3,61.00358009999991,,60.98987409999995,61.00358009999991,61.00358009999991,61.486674099999846,61.5030784999999,63.92036359999997,right,1,2.9133315999999922,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
2,C,>>>>>,> ,right,27,3,6,right,1,1.151207099999965,None,6,3,27,1,63.93660779999982,,63.92331039999999,63.93660779999982,63.93660779999982,64.41994479999994,64.43674839999994,65.1037386999999,right,1,1.151207099999965,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
1,C,<<<<<,<,left,28,0,7,left,1,2.3657036999998127,None,7,0,28,0,65.11942829999998,,65.10795599999983,65.11942829999998,65.11942829999998,65.6031559999999,65.62010220000002,67.48767750000002,left,1,2.3657036999998127,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
2,C,>>>>>,> ,right,29,1,7,right,1,1.9125606999998581,None,7,1,29,1,67.50321650000001,,67.49076589999981,67.50321650000001,67.50321650000001,68.00301409999997,68.00301409999997,69.42067169999996,right,1,1.9125606999998581,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
3,I,>>><>,<,left,30,2,7,left,1,2.7146706000000904,None,7,2,30,2,69.43632749999983,,69.42364019999991,69.43632749999983,69.43632749999983,69.91973209999992,69.9366258,72.15537419999987,left,1,2.7146706000000904,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
4,I,<<><<,> ,right,31,3,7,right,1,3.5164592999999513,None,7,3,31,3,72.35047349999991,,72.33952060000001,72.35047349999991,72.35047349999991,72.67085099999986,72.85364199999981,75.87061859999994,right,1,3.5164592999999513,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
1,C,<<<<<,<,left,32,0,8,left,1,1.293081999999913,None,8,0,32,0,75.88627189999988,,75.8735193,75.88627189999988,75.88627189999988,76.37005139999997,76.38638839999999,77.18716189999986,left,1,1.293081999999913,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
4,I,<<><<,> ,right,33,1,8,right,1,3.122671500000024,None,8,1,33,3,77.20324179999989,,77.19010489999982,77.20324179999989,77.20324179999989,77.68650239999988,77.70311359999982,80.33744989999991,right,1,3.122671500000024,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
2,C,>>>>>,> ,right,34,2,8,right,1,2.060302800000045,None,8,2,34,1,80.3533359999999,,80.34049269999991,80.3533359999999,80.3533359999999,80.8372754999998,80.85296719999997,82.42069609999999,right,1,2.060302800000045,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
3,I,>>><>,<,left,35,3,8,left,1,3.1228929999999764,None,8,3,35,2,82.4367279999999,,82.42360919999987,82.4367279999999,82.4367279999999,82.91964159999998,82.93669490000002,85.57041170000002,left,1,3.1228929999999764,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
3,I,>>><>,<,left,36,0,9,left,1,2.3838525999999547,None,9,0,36,2,85.58659429999989,,85.5707445999999,85.58659429999989,85.58659429999989,86.06974189999983,86.08677979999993,87.98747979999985,left,1,2.3838525999999547,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
4,I,<<><<,> ,right,37,1,9,right,1,2.649585800000068,None,9,1,37,3,88.00398180000002,,87.99103389999982,88.00398180000002,88.00398180000002,88.50344919999998,88.50344919999998,90.65481999999997,right,1,2.649585800000068,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
2,C,>>>>>,> ,right,38,2,9,right,1,1.2091901999999664,None,9,2,38,1,90.66964399999983,,90.65779039999984,90.66964399999983,90.66964399999983,91.16964409999991,91.16964409999991,91.88704639999992,right,1,1.2091901999999664,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
1,C,<<<<<,<,left,39,3,9,left,1,1.302205400000048,None,9,3,39,0,91.90323149999995,,91.89010839999992,91.90323149999995,91.90323149999995,92.38749250000001,92.40337189999991,93.22069019999981,left,1,1.302205400000048,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
4,I,<<><<,> ,right,40,0,10,right,1,2.1531484999998156,None,10,0,40,3,93.23674159999996,,93.22416169999997,93.23674159999996,93.23674159999996,93.71988620000002,93.73685589999991,95.40402840000002,right,1,2.1531484999998156,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
3,I,>>><>,<,left,41,1,10,right,0,1.567553500000031,None,10,1,41,2,95.42000069999995,,95.40722259999984,95.42000069999995,95.42000069999995,95.90330399999993,95.92014069999982,97.00399709999988,right,0,1.567553500000031,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
2,C,>>>>>,> ,right,42,2,10,right,1,2.316370099999858,None,10,2,42,1,97.02008169999999,,97.00704849999988,97.02008169999999,97.02008169999999,97.50335580000001,97.52025119999985,99.33776709999984,right,1,2.316370099999858,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
1,C,<<<<<,<,left,43,3,10,left,1,1.7463509000001523,None,10,3,43,0,99.35316169999987,,99.34130829999981,99.35316169999987,99.35316169999987,99.85584240000003,99.85584240000003,101.10408009999992,left,1,1.7463509000001523,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
4,I,<<><<,> ,right,44,0,11,right,1,1.9558506000000762,None,11,0,44,3,101.12002169999982,,101.10715549999986,101.12002169999982,101.12002169999982,101.60335969999983,101.62017379999998,103.08757639999999,right,1,1.9558506000000762,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
3,I,>>><>,<,left,45,1,11,left,1,1.694627599999876,None,11,1,45,2,103.1030174,,103.0907671,103.1030174,103.1030174,103.60329379999985,103.60329379999985,104.80418250000002,left,1,1.694627599999876,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
2,C,>>>>>,> ,right,46,2,11,right,1,1.3519598000000315,None,11,2,46,1,104.82007769999996,,104.80759519999992,104.82007769999996,104.82007769999996,105.31980049999993,105.31980049999993,106.18678729999988,right,1,1.3519598000000315,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
1,C,<<<<<,<,left,47,3,11,left,1,1.376743400000123,None,11,3,47,0,106.20329029999994,,106.18995410000002,106.20329029999994,106.20329029999994,106.6864329,106.70331339999984,107.58734209999989,left,1,1.376743400000123,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
4,I,<<><<,> ,right,48,0,12,right,1,2.1036286999999447,None,12,0,48,3,107.60307569999986,,107.59023860000002,107.60307569999986,107.60307569999986,108.08679319999987,108.10318589999997,109.72072039999989,right,1,2.1036286999999447,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
3,I,>>><>,<,left,49,1,12,left,1,1.7353749999999764,None,12,1,49,2,109.73663609999994,,109.72417439999981,109.73663609999994,109.73663609999994,110.22000489999982,110.23675469999989,111.48738839999987,left,1,1.7353749999999764,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
1,C,<<<<<,<,left,50,2,12,left,1,1.7889223999998194,None,12,2,50,0,111.50330309999981,,111.49055679999992,111.50330309999981,111.50330309999981,111.98676579999983,112.00325320000002,113.30394260000003,left,1,1.7889223999998194,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
2,C,>>>>>,> ,right,51,3,12,right,1,1.1272699999999531,None,12,3,51,1,113.31958889999987,,113.30692320000003,113.31958889999987,113.31958889999987,113.8041404999999,113.82003259999988,114.45388409999987,right,1,1.1272699999999531,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
1,C,<<<<<,<,left,52,0,13,left,1,1.7107436999999663,None,13,0,52,0,114.46973830000002,,114.45742159999986,114.46973830000002,114.46973830000002,114.95341959999996,114.97015079999983,116.18732829999999,left,1,1.7107436999999663,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
3,I,>>><>,<,left,53,1,13,left,1,3.514427699999942,None,13,1,53,2,116.20310599999993,,116.19029549999982,116.20310599999993,116.20310599999993,116.68684559999997,116.70348839999997,119.72043569999983,left,1,3.514427699999942,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
4,I,<<><<,> ,right,54,2,13,right,1,4.194301400000086,None,13,2,54,3,119.73651489999997,,119.72339899999997,119.73651489999997,119.73651489999997,120.22025459999986,120.23660759999984,123.9373865,right,1,4.194301400000086,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
2,C,>>>>>,> ,right,55,3,13,right,1,1.2163135000000693,None,13,3,55,1,123.95344030000001,,123.94056169999999,123.95344030000001,123.95344030000001,124.45356549999997,124.45356549999997,125.17100049999999,right,1,1.2163135000000693,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
2,C,>>>>>,> ,right,56,0,14,right,1,1.3186272000000372,None,14,0,56,1,125.18630799999983,,125.17128269999989,125.18630799999983,125.18630799999983,125.6868316,125.6868316,126.52070329999992,right,1,1.3186272000000372,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
1,C,<<<<<,<,left,57,1,14,left,1,2.1829932000000554,None,14,1,57,0,126.53665009999986,,126.52364119999993,126.53665009999986,126.53665009999986,127.03692359999991,127.03692359999991,128.7209456999999,left,1,2.1829932000000554,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
4,I,<<><<,> ,right,58,2,14,right,1,3.25311019999981,None,14,2,58,3,128.73689409999997,,128.72394699999995,128.73689409999997,128.73689409999997,129.2368836999999,129.2368836999999,132.00404379999986,right,1,3.25311019999981,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
3,I,>>><>,<,left,59,3,14,right,0,3.10041410000008,None,14,3,59,2,132.0201388999999,,132.00723959999982,132.0201388999999,132.0201388999999,132.50341200000003,132.51999579999983,135.13735829999996,right,0,3.10041410000008,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
2,C,>>>>>,> ,right,60,0,15,right,1,1.081650399999944,None,15,0,60,1,135.15325069999994,,135.1403209,135.15325069999994,135.15325069999994,135.63667329999998,135.6533978,136.2375978,right,1,1.081650399999944,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
1,C,<<<<<,<,left,61,1,15,left,1,1.301610299999993,None,15,1,61,0,136.25344180000002,,136.24081549999983,136.25344180000002,136.25344180000002,136.73641589999988,136.75382319999994,137.57153719999997,left,1,1.301610299999993,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
3,I,>>><>,<,left,62,2,15,left,1,2.3241785000000164,None,15,2,62,2,137.58688819999998,,137.5750258999999,137.58688819999998,137.58688819999998,138.08690979999983,138.08690979999983,139.92161459999988,left,1,2.3241785000000164,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
4,I,<<><<,> ,right,63,3,15,right,1,4.1377476999998635,None,15,3,63,3,139.93657759999996,,139.9245667,139.93657759999996,139.93657759999996,140.4367909,140.4367909,144.08750859999986,right,1,4.1377476999998635,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
4,I,<<><<,> ,right,64,0,16,right,1,4.884841599999845,None,16,0,64,3,144.10303329999988,,144.0878462999999,144.10303329999988,144.10303329999988,144.58674899999983,144.6035892,149.0036564999998,right,1,4.884841599999845,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
2,C,>>>>>,> ,right,65,1,16,right,1,1.303384099999903,None,16,1,65,1,149.01996099999997,,149.0073785999998,149.01996099999997,149.01996099999997,149.50306279999995,149.5198587,150.3375383,right,1,1.303384099999903,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
1,C,<<<<<,<,left,66,2,16,left,1,1.547126000000162,None,16,2,66,0,150.35331309999992,,150.34057119999989,150.35331309999992,150.35331309999992,150.8368842,150.85349009999982,151.90387529999998,left,1,1.547126000000162,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
3,I,>>><>,<,left,67,3,16,left,1,1.7338438000001588,None,16,3,67,2,151.92006129999982,,151.90754279999987,151.92006129999982,151.92006129999982,152.40341769999986,152.42010419999997,153.67012209999984,left,1,1.7338438000001588,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
2,C,>>>>>,> ,right,68,0,17,right,1,1.2481543000001238,None,17,0,68,1,153.68636719999995,,153.6737283,153.68636719999995,153.68636719999995,154.17023099999983,154.1876812999999,154.93766899999991,right,1,1.2481543000001238,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
4,I,<<><<,> ,right,69,1,17,right,1,2.060682300000053,None,17,1,69,3,154.95315499999992,,154.9420803999999,154.95315499999992,154.95315499999992,155.45417529999986,155.45417529999986,157.02105979999988,right,1,2.060682300000053,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
1,C,<<<<<,<,left,70,2,17,right,0,1.7391233000000739,None,17,2,70,0,157.0368426,,157.0240392999999,157.0368426,157.0368426,157.53693019999992,157.53693019999992,158.78827339999998,right,0,1.7391233000000739,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
3,I,>>><>,<,left,71,3,17,left,1,2.331114200000002,None,17,3,71,2,158.80317849999983,,158.7912237999999,158.80317849999983,158.80317849999983,159.30330619999995,159.30330619999995,161.13754759999983,left,1,2.331114200000002,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
4,I,<<><<,> ,right,72,0,18,right,1,2.381425799999988,None,18,0,72,3,161.1533953999999,,161.14113169999996,161.1533953999999,161.1533953999999,161.65344859999982,161.65344859999982,163.5375145999999,right,1,2.381425799999988,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
3,I,>>><>,<,left,73,1,18,left,1,4.658247200000005,None,18,1,73,2,163.55351339999993,,163.5406900999999,163.55351339999993,163.55351339999993,164.03680919999988,164.05349949999982,168.22058070000003,left,1,4.658247200000005,None,par_1_,001,2025-11-06_22h53.37.716,flankers_task_final,,2025.1.1,59.661812979328886,2025-11-06 22h53.47.301039 +0530,
